Year,Entity,Sector,Oil Consumption - KTOE
1997,Algeria,Overall,839.5822871883062
1998,Algeria,Overall,865.509415305245
1999,Algeria,Overall,850.3727085124677
2000,Algeria,Overall,886.7797076526225
2001,Algeria,Overall,918.1026655202063
2002,Algeria,Overall,1018.0329320722269
2003,Algeria,Overall,1059.1067927773001
2004,Algeria,Overall,1107.0234737747205
2005,Algeria,Overall,1154.0273430782458
2006,Algeria,Overall,1202.4567497850387
2007,Algeria,Overall,1344.711951848667
2008,Algeria,Overall,1461.0137575236456
2009,Algeria,Overall,1548.8773000859846
2010,Algeria,Overall,1561.5814273430783
2011,Algeria,Overall,1652.860275150473
2012,Algeria,Overall,1757.4828890799656
2013,Algeria,Overall,1836.4263972484953
2014,Algeria,Overall,1908.212897678418
2015,Algeria,Overall,2030.5114359415306
2016,Algeria,Overall,1973.8938950988822
2017,Algeria,Overall,1939.0552020636287
2018,Algeria,Overall,1973.5821152192607
2019,Algeria,Overall,2042.0223559759243
2020,Algeria,Overall,1819.7348237317283
2021,Algeria,Overall,1890.2975064488392
1965,Argentina,Overall,2366.355803955288
1966,Argentina,Overall,2440.8125537403266
1967,Argentina,Overall,2499.7748925193464
1968,Argentina,Overall,2551.871195184867
1969,Argentina,Overall,2648.3088564058467
1970,Argentina,Overall,2393.9977644024075
1971,Argentina,Overall,2549.3355975924333
1972,Argentina,Overall,2538.029664660361
1973,Argentina,Overall,2555.7936371453143
1974,Argentina,Overall,2554.576354256234
1975,Argentina,Overall,2418.481857265692
1976,Argentina,Overall,2495.230266552021
1977,Argentina,Overall,2627.95339638865
1978,Argentina,Overall,2556.0544282029236
1979,Argentina,Overall,2750.212897678418
1980,Argentina,Overall,2553.5509028374895
1981,Argentina,Overall,2395.235769561479
1982,Argentina,Overall,2278.747549441101
1983,Argentina,Overall,2310.861564918315
1984,Argentina,Overall,2197.769475494411
1985,Argentina,Overall,2042.306362854686
1986,Argentina,Overall,2147.196560619089
1987,Argentina,Overall,2291.943852106621
1988,Argentina,Overall,2307.2548581255373
1989,Argentina,Overall,2117.9771281169387
1990,Argentina,Overall,1977.2975064488392
1991,Argentina,Overall,2065.8358555460018
1992,Argentina,Overall,2172.7685296646605
1993,Argentina,Overall,2130.2950128976786
1994,Argentina,Overall,2248.3410146173687
1995,Argentina,Overall,2231.5586414445397
1996,Argentina,Overall,2233.858383490972
1997,Argentina,Overall,2367.0368013757525
1998,Argentina,Overall,2435.701633705933
1999,Argentina,Overall,2467.4097162510748
2000,Argentina,Overall,2277.7113499570078
2001,Argentina,Overall,2109.1574376612207
2002,Argentina,Overall,2001.8501289767842
2003,Argentina,Overall,2041.4622527944969
2004,Argentina,Overall,2189.909286328461
2005,Argentina,Overall,2293.706964746346
2006,Argentina,Overall,2419.1895958727428
2007,Argentina,Overall,2697.726053310404
2008,Argentina,Overall,2726.1536543422185
2009,Argentina,Overall,2605.8271711092
2010,Argentina,Overall,2821.6509028374894
2011,Argentina,Overall,2923.523387790198
2012,Argentina,Overall,3106.2459157351677
2013,Argentina,Overall,3299.9441100601894
2014,Argentina,Overall,3266.686328460877
2015,Argentina,Overall,3330.25494411006
2016,Argentina,Overall,3226.9494411006017
2017,Argentina,Overall,3189.1418744625967
2018,Argentina,Overall,3037.0653482373173
2019,Argentina,Overall,2792.1117798796217
2020,Argentina,Overall,2556.982631126397
2021,Argentina,Overall,2928.590369733448
1965,Asia,Overall,19195.91573516767
1966,Asia,Overall,21546.251074806536
1967,Asia,Overall,24750.687876182288
1968,Asia,Overall,27947.914875322444
1969,Asia,Overall,32200.36801375752
1970,Asia,Overall,36931.35597592433
1971,Asia,Overall,41102.48495270851
1972,Asia,Overall,44427.38005159071
1973,Asia,Overall,50497.84178847808
1974,Asia,Overall,50417.14531384351
1975,Asia,Overall,50026.383490971624
1976,Asia,Overall,53959.32072226999
1977,Asia,Overall,57500.15993121239
1978,Asia,Overall,61121.997420464315
1979,Asia,Overall,63379.80223559759
1980,Asia,Overall,59896.75580395528
1981,Asia,Overall,59321.66294067068
1982,Asia,Overall,59093.02665520206
1983,Asia,Overall,61225.0524505589
1984,Asia,Overall,64287.73860705073
1985,Asia,Overall,70504.66895958727
1986,Asia,Overall,72098.7102321582
1987,Asia,Overall,74582.25279449698
1988,Asia,Overall,80004.60017196904
1989,Asia,Overall,83814.0584694755
1990,Asia,Overall,88706.59501289767
1991,Asia,Overall,91780.71367153912
1992,Asia,Overall,97134.34221840069
1993,Asia,Overall,100902.09802235597
1994,Asia,Overall,106178.74462596732
1995,Asia,Overall,111995.24505588994
1996,Asia,Overall,116804.34221840068
1997,Asia,Overall,122324.8581255374
1998,Asia,Overall,119974.82373172829
1999,Asia,Overall,123773.4135855546
2000,Asia,Overall,128143.6543422184
2001,Asia,Overall,129478.5124677558
2002,Asia,Overall,132899.00257953568
2003,Asia,Overall,138265.38263112638
2004,Asia,Overall,146682.40756663802
2005,Asia,Overall,148229.12295786757
2006,Asia,Overall,152100.82545141876
2007,Asia,Overall,156906.7067927773
2008,Asia,Overall,158903.39638865006
2009,Asia,Overall,160187.5064488392
2010,Asia,Overall,169644.79793637144
2011,Asia,Overall,174510.524505589
2012,Asia,Overall,182305.9845227859
2013,Asia,Overall,185625.69217540842
2014,Asia,Overall,188704.78933791915
2015,Asia,Overall,195518.71023215822
2016,Asia,Overall,202380.86844368014
2017,Asia,Overall,207291.78847807396
2018,Asia,Overall,211687.10232158212
2019,Asia,Overall,213822.68271711093
2020,Asia,Overall,201352.32158211523
2021,Asia,Overall,210294.2648323302
1965,Asia Pacific (BP),Overall,16614.512467755805
1966,Asia Pacific (BP),Overall,18939.623387790198
1967,Asia Pacific (BP),Overall,22069.02837489252
1968,Asia Pacific (BP),Overall,25217.56233877902
1969,Asia Pacific (BP),Overall,29289.25709372313
1970,Asia Pacific (BP),Overall,33983.51676698194
1971,Asia Pacific (BP),Overall,37797.19690455718
1972,Asia Pacific (BP),Overall,40736.921754084266
1973,Asia Pacific (BP),Overall,46305.10748065348
1974,Asia Pacific (BP),Overall,46003.73172828891
1975,Asia Pacific (BP),Overall,45736.26827171109
1976,Asia Pacific (BP),Overall,48672.995700773856
1977,Asia Pacific (BP),Overall,51171.16079105761
1978,Asia Pacific (BP),Overall,54334.60619088564
1979,Asia Pacific (BP),Overall,55684.87016337059
1980,Asia Pacific (BP),Overall,52417.13671539123
1981,Asia Pacific (BP),Overall,50919.002579535685
1982,Asia Pacific (BP),Overall,49536.162510748065
1983,Asia Pacific (BP),Overall,49901.920034393814
1984,Asia Pacific (BP),Overall,51877.10748065348
1985,Asia Pacific (BP),Overall,51409.48667239897
1986,Asia Pacific (BP),Overall,53191.482373172825
1987,Asia Pacific (BP),Overall,54899.266552020636
1988,Asia Pacific (BP),Overall,59656.72141014617
1989,Asia Pacific (BP),Overall,63326.51762682717
1990,Asia Pacific (BP),Overall,67129.5399828031
1991,Asia Pacific (BP),Overall,69951.71969045572
1992,Asia Pacific (BP),Overall,74768.00515907137
1993,Asia Pacific (BP),Overall,77957.3301805675
1994,Asia Pacific (BP),Overall,82409.0369733448
1995,Asia Pacific (BP),Overall,88567.25709372312
1996,Asia Pacific (BP),Overall,93119.05417024935
1997,Asia Pacific (BP),Overall,97644.88392089424
1998,Asia Pacific (BP),Overall,95507.26569217541
1999,Asia Pacific (BP),Overall,99612.17540842648
2000,Asia Pacific (BP),Overall,102573.74032674117
2001,Asia Pacific (BP),Overall,103358.00515907137
2002,Asia Pacific (BP),Overall,106008.58985382631
2003,Asia Pacific (BP),Overall,110379.14015477213
2004,Asia Pacific (BP),Overall,116985.00429922613
2005,Asia Pacific (BP),Overall,117476.1478933792
2006,Asia Pacific (BP),Overall,120011.93465176268
2007,Asia Pacific (BP),Overall,123924.31642304384
2008,Asia Pacific (BP),Overall,123811.02321582114
2009,Asia Pacific (BP),Overall,124721.58211521927
2010,Asia Pacific (BP),Overall,133066.5090283749
2011,Asia Pacific (BP),Overall,136411.98624247636
2012,Asia Pacific (BP),Overall,142506.26827171107
2013,Asia Pacific (BP),Overall,144542.6483233018
2014,Asia Pacific (BP),Overall,146698.93379191746
2015,Asia Pacific (BP),Overall,153281.29836629407
2016,Asia Pacific (BP),Overall,159085.18486672398
2017,Asia Pacific (BP),Overall,163914.9355116079
2018,Asia Pacific (BP),Overall,167873.83490971624
2019,Asia Pacific (BP),Overall,170748.20292347376
2020,Asia Pacific (BP),Overall,161445.5460017197
2021,Asia Pacific (BP),Overall,168736.62940670678
1965,Australia,Overall,1719.8569217540844
1966,Australia,Overall,1840.4776440240757
1967,Australia,Overall,2015.3720550300945
1968,Australia,Overall,2195.055803955288
1969,Australia,Overall,2256.6476354256233
1970,Australia,Overall,2495.231556319862
1971,Australia,Overall,2627.210318142734
1972,Australia,Overall,2674.4055030094582
1973,Australia,Overall,2853.7656061908856
1974,Australia,Overall,3024.3780739466893
1975,Australia,Overall,2993.160103181427
1976,Australia,Overall,3059.513929492691
1977,Australia,Overall,3203.7899398108343
1978,Australia,Overall,3275.5520206362858
1979,Australia,Overall,3318.269991401548
1980,Australia,Overall,3162.232158211522
1981,Australia,Overall,3116.2367153912296
1982,Australia,Overall,3068.3506448839207
1983,Australia,Overall,2752.2224419604468
1984,Australia,Overall,2845.9066208082545
1985,Australia,Overall,2861.571797076526
1986,Australia,Overall,2821.556577815993
1987,Australia,Overall,2894.8400687876183
1988,Australia,Overall,3026.4239036973345
1989,Australia,Overall,3151.472055030095
1990,Australia,Overall,3223.4273430782455
1991,Australia,Overall,3117.977815993121
1992,Australia,Overall,3186.130180567498
1993,Australia,Overall,3285.055374032674
1994,Australia,Overall,3401.454600171969
1995,Australia,Overall,3678.2244196044708
1996,Australia,Overall,3774.852966466036
1997,Australia,Overall,3835.407222699914
1998,Australia,Overall,3834.653912295787
1999,Australia,Overall,3922.218056749785
2000,Australia,Overall,3920.7357695614787
2001,Australia,Overall,3930.2266552020633
2002,Australia,Overall,3972.268443680138
2003,Australia,Overall,3957.522957867584
2004,Australia,Overall,4052.413757523646
2005,Australia,Overall,4116.095184866724
2006,Australia,Overall,4244.555460017197
2007,Australia,Overall,4353.141014617369
2008,Australia,Overall,4408.5635425623395
2009,Australia,Overall,4334.830438521066
2010,Australia,Overall,4465.234737747205
2011,Australia,Overall,4703.871883061049
2012,Australia,Overall,4827.335081685297
2013,Australia,Overall,4970.223989681857
2014,Australia,Overall,4947.791917454858
2015,Australia,Overall,4906.092863284609
2016,Australia,Overall,4915.932932072226
2017,Australia,Overall,5155.458297506449
2018,Australia,Overall,5246.01203783319
2019,Australia,Overall,5195.137231298367
2020,Australia,Overall,4489.830094582975
2021,Australia,Overall,4611.77128116939
1965,Austria,Overall,561.4572656921754
1966,Austria,Overall,617.273086844368
1967,Austria,Overall,658.1952708512467
1968,Austria,Overall,760.6712295786758
1969,Austria,Overall,835.9931212381771
1970,Austria,Overall,920.4097162510748
1971,Austria,Overall,1028.4352966466035
1972,Austria,Overall,1110.2569217540843
1973,Austria,Overall,1203.162596732588
1974,Austria,Overall,1076.764230438521
1975,Austria,Overall,1088.2137575236457
1976,Austria,Overall,1181.5247635425624
1977,Austria,Overall,1131.4406706792777
1978,Austria,Overall,1217.280309544282
1979,Austria,Overall,1267.4872742906277
1980,Austria,Overall,1237.2093723129838
1981,Austria,Overall,1123.2234737747206
1982,Austria,Overall,1065.355030094583
1983,Austria,Overall,1032.5003439380912
1984,Austria,Overall,1004.285984522786
1985,Austria,Overall,1005.8978503869303
1986,Austria,Overall,1059.4866723989683
1987,Austria,Overall,1090.8026139294927
1988,Austria,Overall,1083.2155975924334
1989,Austria,Overall,1068.1187102321583
1990,Austria,Overall,1106.6181427343079
1991,Austria,Overall,1194.36543422184
1992,Austria,Overall,1162.7420464316424
1993,Austria,Overall,1172.5141874462597
1994,Austria,Overall,1162.8203783319002
1995,Austria,Overall,1159.6029234737746
1996,Austria,Overall,1199.795528804815
1997,Austria,Overall,1218.6664660361134
1998,Austria,Overall,1265.4919174548581
1999,Austria,Overall,1243.7773000859845
2000,Austria,Overall,1218.824935511608
2001,Austria,Overall,1321.4579535683579
2002,Austria,Overall,1348.407566638005
2003,Austria,Overall,1461.1901977644025
2004,Austria,Overall,1421.5676698194325
2005,Austria,Overall,1415.5311263972485
2006,Austria,Overall,1414.5280309544282
2007,Austria,Overall,1329.8189165950128
2008,Austria,Overall,1317.3710232158212
2009,Austria,Overall,1250.6419604471196
2010,Austria,Overall,1306.2581255374032
2011,Austria,Overall,1219.0417024935512
2012,Austria,Overall,1217.8452278589855
2013,Austria,Overall,1256.651762682717
2014,Austria,Overall,1205.132072226999
2015,Austria,Overall,1201.0535683576957
2016,Austria,Overall,1242.250214961307
2017,Austria,Overall,1258.3479793637146
2018,Austria,Overall,1270.5363714531386
2019,Austria,Overall,1314.1084264832332
2020,Austria,Overall,1142.767841788478
2021,Austria,Overall,1170.663112639725
1985,Azerbaijan,Overall,835.6453138435082
1986,Azerbaijan,Overall,875.4717970765262
1987,Azerbaijan,Overall,823.9631126397248
1988,Azerbaijan,Overall,843.8800515907136
1989,Azerbaijan,Overall,822.8823731728289
1990,Azerbaijan,Overall,863.240154772141
1991,Azerbaijan,Overall,832.3398538263112
1992,Azerbaijan,Overall,811.0014273430783
1993,Azerbaijan,Overall,808.7309114359415
1994,Azerbaijan,Overall,740.8343078245916
1995,Azerbaijan,Overall,667.9036973344798
1996,Azerbaijan,Overall,599.9314359415305
1997,Azerbaijan,Overall,570.9603611349958
1998,Azerbaijan,Overall,600.8039552880482
1999,Azerbaijan,Overall,575.9990541702495
2000,Azerbaijan,Overall,638.5752708512468
2001,Azerbaijan,Overall,406.45176268271706
2002,Azerbaijan,Overall,374.20005159071366
2003,Azerbaijan,Overall,435.0790455717971
2004,Azerbaijan,Overall,469.24423903697334
2005,Azerbaijan,Overall,548.5684436801375
2006,Azerbaijan,Overall,491.0797936371453
2007,Azerbaijan,Overall,463.0684436801376
2008,Azerbaijan,Overall,370.2123387790198
2009,Azerbaijan,Overall,345.22826311263975
2010,Azerbaijan,Overall,340.8121754084265
2011,Azerbaijan,Overall,417.7263370593293
2012,Azerbaijan,Overall,436.8891401547721
2013,Azerbaijan,Overall,475.53002579535683
2014,Azerbaijan,Overall,466.8457437661221
2015,Azerbaijan,Overall,473.7910748065348
2016,Azerbaijan,Overall,470.6360963026655
2017,Azerbaijan,Overall,474.8246517626827
2018,Azerbaijan,Overall,497.64763542562343
2019,Azerbaijan,Overall,498.0414445399828
2020,Azerbaijan,Overall,431.66238177128116
2021,Azerbaijan,Overall,447.10505588993976
1971,Bangladesh,Overall,69.9509200343938
1972,Bangladesh,Overall,85.28820292347378
1973,Bangladesh,Overall,96.37235597592434
1974,Bangladesh,Overall,100.25420464316423
1975,Bangladesh,Overall,117.21233877901977
1976,Bangladesh,Overall,126.8175064488392
1977,Bangladesh,Overall,124.87365434221839
1978,Bangladesh,Overall,132.93311263972484
1979,Bangladesh,Overall,147.13961306964745
1980,Bangladesh,Overall,165.8727601031814
1981,Bangladesh,Overall,171.04849527085125
1982,Bangladesh,Overall,168.7130094582975
1983,Bangladesh,Overall,150.8812983662941
1984,Bangladesh,Overall,152.03828890799656
1985,Bangladesh,Overall,169.72283748925193
1986,Bangladesh,Overall,182.93626827171107
1987,Bangladesh,Overall,180.09876182287186
1988,Bangladesh,Overall,180.4321754084265
1989,Bangladesh,Overall,197.26529664660362
1990,Bangladesh,Overall,191.12487532244197
1991,Bangladesh,Overall,177.32467755803955
1992,Bangladesh,Overall,197.80105760963028
1993,Bangladesh,Overall,221.57496990541705
1994,Bangladesh,Overall,230.92717110920034
1995,Bangladesh,Overall,299.6860275150473
1996,Bangladesh,Overall,306.1606448839209
1997,Bangladesh,Overall,351.4784006878762
1998,Bangladesh,Overall,387.4097162510748
1999,Bangladesh,Overall,345.5189165950129
2000,Bangladesh,Overall,339.53331040412723
2001,Bangladesh,Overall,405.56093723129834
2002,Bangladesh,Overall,407.26065348237313
2003,Bangladesh,Overall,422.1532588134136
2004,Bangladesh,Overall,398.3613241616509
2005,Bangladesh,Overall,400.8844024075666
2006,Bangladesh,Overall,405.18454858125534
2007,Bangladesh,Overall,383.1424505588994
2008,Bangladesh,Overall,389.2745743766122
2009,Bangladesh,Overall,363.98555460017195
2010,Bangladesh,Overall,405.51067927773
2011,Bangladesh,Overall,524.010369733448
2012,Bangladesh,Overall,559.2301805674979
2013,Bangladesh,Overall,547.4926913155632
2014,Bangladesh,Overall,614.7224419604471
2015,Bangladesh,Overall,650.6069647463456
2016,Bangladesh,Overall,712.03981083405
2017,Bangladesh,Overall,800.167067927773
2018,Bangladesh,Overall,909.3171625107481
2019,Bangladesh,Overall,873.9554084264832
2020,Bangladesh,Overall,801.6012897678418
2021,Bangladesh,Overall,919.3049011177987
1985,Belarus,Overall,2548.0684436801375
1986,Belarus,Overall,3010.4782459157354
1987,Belarus,Overall,2977.6976784178846
1988,Belarus,Overall,2884.5154772141013
1989,Belarus,Overall,2701.005159071367
1990,Belarus,Overall,2681.6689595872745
1991,Belarus,Overall,2631.393551160791
1992,Belarus,Overall,1946.4913155631984
1993,Belarus,Overall,1499.8540842648324
1994,Belarus,Overall,1225.3479793637146
1995,Belarus,Overall,1068.9312123817713
1996,Belarus,Overall,1051.3668443680137
1997,Belarus,Overall,920.391143594153
1998,Belarus,Overall,869.4179191745486
1999,Belarus,Overall,795.289165950129
2000,Belarus,Overall,786.5219260533104
2001,Belarus,Overall,760.9441100601891
2002,Belarus,Overall,801.1717110920034
2003,Belarus,Overall,811.0202923473774
2004,Belarus,Overall,794.608856405847
2005,Belarus,Overall,739.7927343078246
2006,Belarus,Overall,867.9725709372314
2007,Belarus,Overall,789.6115649183147
2008,Belarus,Overall,786.0087704213241
2009,Belarus,Overall,907.2190025795356
2010,Belarus,Overall,779.6303525365433
2011,Belarus,Overall,848.6986242476354
2012,Belarus,Overall,1041.6240756663801
2013,Belarus,Overall,786.1349957007739
2014,Belarus,Overall,800.9075666380052
2015,Belarus,Overall,674.7458297506448
2016,Belarus,Overall,725.2621668099741
2017,Belarus,Overall,721.146638005159
2018,Belarus,Overall,838.3326741186587
2019,Belarus,Overall,854.3705932932072
2020,Belarus,Overall,822.7850386930352
2021,Belarus,Overall,780.7874462596733
1965,Belgium,Overall,1620.5051590713672
1966,Belgium,Overall,1653.1411006018916
1967,Belgium,Overall,1823.1440240756665
1968,Belgium,Overall,2116.5882201203785
1969,Belgium,Overall,2442.0202923473776
1970,Belgium,Overall,2663.9349957007735
1971,Belgium,Overall,2730.0639724849525
1972,Belgium,Overall,2953.3316423043852
1973,Belgium,Overall,3100.8968185726567
1974,Belgium,Overall,2731.5908856405845
1975,Belgium,Overall,2592.3449699054167
1976,Belgium,Overall,2704.062596732588
1977,Belgium,Overall,2659.5848667239898
1978,Belgium,Overall,2837.9234737747206
1979,Belgium,Overall,2820.4413585554603
1980,Belgium,Overall,2606.8157351676696
1981,Belgium,Overall,2389.346087704213
1982,Belgium,Overall,2262.4668959587275
1983,Belgium,Overall,2052.9278589853825
1984,Belgium,Overall,1986.3463456577815
1985,Belgium,Overall,2016.155460017197
1986,Belgium,Overall,2278.1100601891662
1987,Belgium,Overall,2294.483233018057
1988,Belgium,Overall,2366.526913155632
1989,Belgium,Overall,2324.209286328461
1990,Belgium,Overall,2399.7475494411005
1991,Belgium,Overall,2573.2308684436803
1992,Belgium,Overall,2624.8796216681
1993,Belgium,Overall,2582.166552020636
1994,Belgium,Overall,2807.0792777300085
1995,Belgium,Overall,2796.7830610490114
1996,Belgium,Overall,3028.8370593293207
1997,Belgium,Overall,3103.4445399828032
1998,Belgium,Overall,3146.543422184007
1999,Belgium,Overall,3042.2396388650045
2000,Belgium,Overall,3091.445915735168
2001,Belgium,Overall,3138.7473774720547
2002,Belgium,Overall,3151.87747205503
2003,Belgium,Overall,3331.1749785038696
2004,Belgium,Overall,3371.6386930352537
2005,Belgium,Overall,3353.279879621668
2006,Belgium,Overall,3342.5861564918314
2007,Belgium,Overall,3376.003267411866
2008,Belgium,Overall,3541.1986242476355
2009,Belgium,Overall,3186.1217540842645
2010,Belgium,Overall,3301.265950128977
2011,Belgium,Overall,3090.4187446259675
2012,Belgium,Overall,2972.561478933792
2013,Belgium,Overall,3060.292003439381
2014,Belgium,Overall,3008.479535683577
2015,Belgium,Overall,3108.608168529665
2016,Belgium,Overall,3155.885468615649
2017,Belgium,Overall,3208.3267411865863
2018,Belgium,Overall,3397.048323301806
2019,Belgium,Overall,3180.7093723129833
2020,Belgium,Overall,2752.643336199484
2021,Belgium,Overall,3105.890971625108
1965,Brazil,Overall,1528.2079105760963
1966,Brazil,Overall,1666.3593293207223
1967,Brazil,Overall,1719.6193465176268
1968,Brazil,Overall,2065.3151332760103
1969,Brazil,Overall,2266.2744625967325
1970,Brazil,Overall,2564.215219260533
1971,Brazil,Overall,2825.4081685296646
1972,Brazil,Overall,3250.0249355116075
1973,Brazil,Overall,4001.1312983662942
1974,Brazil,Overall,4315.043852106621
1975,Brazil,Overall,4454.386930352537
1976,Brazil,Overall,4818.099742046432
1977,Brazil,Overall,4927.94411006019
1978,Brazil,Overall,5360.7492691315565
1979,Brazil,Overall,5633.1805674978505
1980,Brazil,Overall,5439.811693895099
1981,Brazil,Overall,5190.095872742906
1982,Brazil,Overall,5261.145313843508
1983,Brazil,Overall,4994.780223559759
1984,Brazil,Overall,5055.861564918315
1985,Brazil,Overall,5130.80309544282
1986,Brazil,Overall,5666.20584694755
1987,Brazil,Overall,5830.161650902838
1988,Brazil,Overall,5932.3589853826315
1989,Brazil,Overall,5977.558899398108
1990,Brazil,Overall,5903.442820292347
1991,Brazil,Overall,5969.9987102321575
1992,Brazil,Overall,6437.5812553740325
1993,Brazil,Overall,6696.377987962167
1994,Brazil,Overall,7148.127257093723
1995,Brazil,Overall,7461.255030094583
1996,Brazil,Overall,7937.310404127257
1997,Brazil,Overall,8532.576956147894
1998,Brazil,Overall,8894.546001719691
1999,Brazil,Overall,9030.343938091144
2000,Brazil,Overall,8902.674118658642
2001,Brazil,Overall,9050.2562338779
2002,Brazil,Overall,8884.239036973346
2003,Brazil,Overall,8613.196904557179
2004,Brazil,Overall,8885.924333619949
2005,Brazil,Overall,9071.005159071368
2006,Brazil,Overall,9248.012037833189
2007,Brazil,Overall,9614.791057609631
2008,Brazil,Overall,10028.624247635425
2009,Brazil,Overall,9949.074806534823
2010,Brazil,Overall,10875.44969905417
2011,Brazil,Overall,11539.134135855546
2012,Brazil,Overall,11941.61822871883
2013,Brazil,Overall,12576.139294926914
2014,Brazil,Overall,12999.693035253655
2015,Brazil,Overall,11805.656061908858
2016,Brazil,Overall,11215.534823731728
2017,Brazil,Overall,11340.474634565779
2018,Brazil,Overall,10773.494411006019
2019,Brazil,Overall,10835.439380911435
2020,Brazil,Overall,10074.062768701633
2021,Brazil,Overall,10643.816852966465
1965,Bulgaria,Overall,375.88540842648325
1966,Bulgaria,Overall,428.8401289767842
1967,Bulgaria,Overall,539.3159931212382
1968,Bulgaria,Overall,639.1926913155633
1969,Bulgaria,Overall,784.8562854686156
1970,Bulgaria,Overall,911.7733963886501
1971,Bulgaria,Overall,1002.8299226139295
1972,Bulgaria,Overall,1042.8596732588135
1973,Bulgaria,Overall,1099.6400687876182
1974,Bulgaria,Overall,1143.4824591573517
1975,Bulgaria,Overall,1212.0455717970765
1976,Bulgaria,Overall,1259.5565778159933
1977,Bulgaria,Overall,1309.4299226139294
1978,Bulgaria,Overall,1348.2188306104902
1979,Bulgaria,Overall,1389.16543422184
1980,Bulgaria,Overall,1418.9210662080825
1981,Bulgaria,Overall,1264.7106620808254
1982,Bulgaria,Overall,1225.5535683576957
1983,Bulgaria,Overall,1183.5428202923474
1984,Bulgaria,Overall,1136.5343078245917
1985,Bulgaria,Overall,1050.2092003439382
1986,Bulgaria,Overall,1107.0247635425624
1987,Bulgaria,Overall,1063.7312983662941
1988,Bulgaria,Overall,1129.3711951848666
1989,Bulgaria,Overall,1101.6806534823731
1990,Bulgaria,Overall,1016.3027515047291
1991,Bulgaria,Overall,675.5584694754943
1992,Bulgaria,Overall,601.4453138435081
1993,Bulgaria,Overall,651.1765262252794
1994,Bulgaria,Overall,616.6478933791917
1995,Bulgaria,Overall,635.4086500429922
1996,Bulgaria,Overall,584.088736027515
1997,Bulgaria,Overall,462.3295786758383
1998,Bulgaria,Overall,487.01547721410145
1999,Bulgaria,Overall,442.43929492691313
2000,Bulgaria,Overall,436.0236457437661
2001,Bulgaria,Overall,450.7819432502149
2002,Bulgaria,Overall,465.67222699914015
2003,Bulgaria,Overall,497.57792777300085
2004,Bulgaria,Overall,484.44070507308686
2005,Bulgaria,Overall,529.9960447119519
2006,Bulgaria,Overall,535.897592433362
2007,Bulgaria,Overall,527.927687016337
2008,Bulgaria,Overall,507.5950988822012
2009,Bulgaria,Overall,457.32103181427345
2010,Bulgaria,Overall,408.2364574376612
2011,Bulgaria,Overall,389.7062596732588
2012,Bulgaria,Overall,403.76801375752365
2013,Bulgaria,Overall,373.22595012897676
2014,Bulgaria,Overall,403.43018056749787
2015,Bulgaria,Overall,453.09163370593296
2016,Bulgaria,Overall,457.13659501289766
2017,Bulgaria,Overall,478.436543422184
2018,Bulgaria,Overall,476.8872141014617
2019,Bulgaria,Overall,497.96631986242477
2020,Bulgaria,Overall,445.07355116079106
2021,Bulgaria,Overall,468.4254514187446
1965,CIS (BP),Overall,17152.619088564057
1966,CIS (BP),Overall,18368.420464316423
1967,CIS (BP),Overall,20013.27343078246
1968,CIS (BP),Overall,21333.757523645745
1969,CIS (BP),Overall,22685.97592433362
1970,CIS (BP),Overall,24973.700773860706
1971,CIS (BP),Overall,26476.09630266552
1972,CIS (BP),Overall,28715.916595012895
1973,CIS (BP),Overall,30871.869303525367
1974,CIS (BP),Overall,33913.76354256234
1975,CIS (BP),Overall,35551.12639724849
1976,CIS (BP),Overall,36531.56147893379
1977,CIS (BP),Overall,37994.406706792775
1978,CIS (BP),Overall,40319.04987102321
1979,CIS (BP),Overall,41026.17196904557
1980,CIS (BP),Overall,43006.893379191744
1981,CIS (BP),Overall,43381.86586414445
1982,CIS (BP),Overall,43065.16337059329
1983,CIS (BP),Overall,42436.099742046434
1984,CIS (BP),Overall,42442.218400687874
1985,CIS (BP),Overall,33692.61392949269
1986,CIS (BP),Overall,34123.04815133276
1987,CIS (BP),Overall,34206.36887360275
1988,CIS (BP),Overall,33997.552020636285
1989,CIS (BP),Overall,34262.17024935511
1990,CIS (BP),Overall,34425.700773860706
1991,CIS (BP),Overall,33356.51762682717
1992,CIS (BP),Overall,30928.581255374032
1993,CIS (BP),Overall,25542.376612209802
1994,CIS (BP),Overall,22125.454858125537
1995,CIS (BP),Overall,19496.480653482373
1996,CIS (BP),Overall,17119.495270851246
1997,CIS (BP),Overall,16888.648323301804
1998,CIS (BP),Overall,16196.394668959587
1999,CIS (BP),Overall,16257.638005159071
2000,CIS (BP),Overall,16109.865004299225
2001,CIS (BP),Overall,16212.777300085985
2002,CIS (BP),Overall,15837.083404987101
2003,CIS (BP),Overall,16498.849527085124
2004,CIS (BP),Overall,16347.957867583835
2005,CIS (BP),Overall,16368.299226139296
2006,CIS (BP),Overall,17259.134135855547
2007,CIS (BP),Overall,17265.19776440241
2008,CIS (BP),Overall,17593.522785898538
2009,CIS (BP),Overall,16823.62682717111
2010,CIS (BP),Overall,17306.77558039553
2011,CIS (BP),Overall,18826.08254514187
2012,CIS (BP),Overall,19359.1049011178
2013,CIS (BP),Overall,19155.503009458294
2014,CIS (BP),Overall,19912.81857265692
2015,CIS (BP),Overall,19101.93465176268
2016,CIS (BP),Overall,19646.85898538263
2017,CIS (BP),Overall,19599.17712811694
2018,CIS (BP),Overall,20129.14875322442
