Year,Entity,Sector,Oil Consumption - KTOE
1973,Malaysia,Overall,450.89251934651764
1974,Malaysia,Overall,449.55270851246775
1975,Malaysia,Overall,470.175709372313
1976,Malaysia,Overall,527.5891315563198
1977,Malaysia,Overall,633.4602321582115
1978,Malaysia,Overall,677.668271711092
1979,Malaysia,Overall,758.057867583835
1980,Malaysia,Overall,824.1451418744625
1981,Malaysia,Overall,888.3650042992261
1982,Malaysia,Overall,921.659845227859
1983,Malaysia,Overall,985.548581255374
1984,Malaysia,Overall,968.7328890799656
1985,Malaysia,Overall,953.1203783319003
1986,Malaysia,Overall,877.5049011177988
1987,Malaysia,Overall,898.9905417024935
1988,Malaysia,Overall,960.504694754944
1989,Malaysia,Overall,996.5624677558039
1990,Malaysia,Overall,1157.1104901117797
1991,Malaysia,Overall,1315.1593293207225
1992,Malaysia,Overall,1556.4765262252795
1993,Malaysia,Overall,1605.4974204643163
1994,Malaysia,Overall,1689.944969905417
1995,Malaysia,Overall,1932.9798796216683
1996,Malaysia,Overall,2119.567411865864
1997,Malaysia,Overall,2424.49165950129
1998,Malaysia,Overall,2216.2214101461736
1999,Malaysia,Overall,2165.9821152192603
2000,Malaysia,Overall,2341.861220980223
2001,Malaysia,Overall,2533.309286328461
2002,Malaysia,Overall,2741.3998280309543
2003,Malaysia,Overall,2868.5284608770426
2004,Malaysia,Overall,3006.8306104901117
2005,Malaysia,Overall,3114.3918314703355
2006,Malaysia,Overall,3020.337919174549
2007,Malaysia,Overall,3221.206190885641
2008,Malaysia,Overall,3083.618658641444
2009,Malaysia,Overall,3059.635683576956
2010,Malaysia,Overall,3085.965348237317
2011,Malaysia,Overall,3152.253052450559
2012,Malaysia,Overall,3455.065606190886
2013,Malaysia,Overall,3674.668959587274
2014,Malaysia,Overall,3689.8564058469474
2015,Malaysia,Overall,3426.4971625107482
2016,Malaysia,Overall,3814.688907996561
2017,Malaysia,Overall,3588.4319002579537
2018,Malaysia,Overall,3637.6036113499567
2019,Malaysia,Overall,3958.856405846948
2020,Malaysia,Overall,3410.2603611349955
2021,Malaysia,Overall,3477.5147893379194
1965,Mexico,Overall,1534.3793637145313
1966,Mexico,Overall,1607.8587274290626
1967,Mexico,Overall,1722.0665520206362
1968,Mexico,Overall,1872.6044711951847
1969,Mexico,Overall,1979.0064488392088
1970,Mexico,Overall,2127.899656061909
1971,Mexico,Overall,2256.5500429922618
1972,Mexico,Overall,2540.9552880481515
1973,Mexico,Overall,2719.2226999140157
1974,Mexico,Overall,3071.815993121238
1975,Mexico,Overall,3389.6053310404127
1976,Mexico,Overall,3733.760361134996
1977,Mexico,Overall,3853.853482373173
1978,Mexico,Overall,4338.946259673258
1979,Mexico,Overall,4656.4256233877895
1980,Mexico,Overall,5190.62252794497
1981,Mexico,Overall,5682.3777300085985
1982,Mexico,Overall,5883.691315563198
1983,Mexico,Overall,5732.740326741186
1984,Mexico,Overall,6068.193981083405
1985,Mexico,Overall,6319.693895098882
1986,Mexico,Overall,6398.00739466896
1987,Mexico,Overall,6709.553224419605
1988,Mexico,Overall,6693.058469475494
1989,Mexico,Overall,7162.500773860705
1990,Mexico,Overall,7480.662080825451
1991,Mexico,Overall,7789.370163370593
1992,Mexico,Overall,7876.364918314704
1993,Mexico,Overall,7861.708512467755
1994,Mexico,Overall,8473.605760963026
1995,Mexico,Overall,7898.460877042133
1996,Mexico,Overall,8083.803611349957
1997,Mexico,Overall,8347.339036973344
1998,Mexico,Overall,8786.822871883061
1999,Mexico,Overall,8706.301805674979
2000,Mexico,Overall,9117.905417024935
2001,Mexico,Overall,8966.548581255374
2002,Mexico,Overall,8574.6018916595
2003,Mexico,Overall,8799.678417884781
2004,Mexico,Overall,9157.251074806534
2005,Mexico,Overall,9379.061049011178
2006,Mexico,Overall,9283.256233877903
2007,Mexico,Overall,9643.479793637147
2008,Mexico,Overall,9619.889939810835
2009,Mexico,Overall,9294.022355975925
2010,Mexico,Overall,9334.363714531384
2011,Mexico,Overall,9489.963026655203
2012,Mexico,Overall,9643.158211521926
2013,Mexico,Overall,9375.878761822873
2014,Mexico,Overall,8951.473774720549
2015,Mexico,Overall,8848.615649183148
2016,Mexico,Overall,8912.840928632846
2017,Mexico,Overall,8581.976784178847
2018,Mexico,Overall,8372.628546861566
2019,Mexico,Overall,7729.800515907137
2020,Mexico,Overall,5889.575236457437
2021,Mexico,Overall,6113.618658641445
1965,Middle Africa (BP),Overall,209.9959845227859
1966,Middle Africa (BP),Overall,212.84613069647463
1967,Middle Africa (BP),Overall,216.34492691315563
1968,Middle Africa (BP),Overall,222.2692691315563
1969,Middle Africa (BP),Overall,228.1300085984523
1970,Middle Africa (BP),Overall,231.18495270851247
1971,Middle Africa (BP),Overall,267.70190885640585
1972,Middle Africa (BP),Overall,279.21993121238177
1973,Middle Africa (BP),Overall,289.5813413585555
1974,Middle Africa (BP),Overall,298.91085124677556
1975,Middle Africa (BP),Overall,291.0830610490112
1976,Middle Africa (BP),Overall,298.36984522785895
1977,Middle Africa (BP),Overall,320.36907136715394
1978,Middle Africa (BP),Overall,378.6001117798796
1979,Middle Africa (BP),Overall,381.09327601031816
1980,Middle Africa (BP),Overall,383.78675838349096
1981,Middle Africa (BP),Overall,405.8290111779879
1982,Middle Africa (BP),Overall,377.21861564918316
1983,Middle Africa (BP),Overall,430.75801375752366
1984,Middle Africa (BP),Overall,389.93379191745487
1985,Middle Africa (BP),Overall,437.5469905417025
1986,Middle Africa (BP),Overall,419.7830954428203
1987,Middle Africa (BP),Overall,428.8031814273431
1988,Middle Africa (BP),Overall,452.8728890799656
1989,Middle Africa (BP),Overall,460.3692433361995
1990,Middle Africa (BP),Overall,420.2476784178848
1991,Middle Africa (BP),Overall,400.21579535683577
1992,Middle Africa (BP),Overall,398.7601461736887
1993,Middle Africa (BP),Overall,413.15858125537403
1994,Middle Africa (BP),Overall,407.0829750644884
1995,Middle Africa (BP),Overall,395.0809802235598
1996,Middle Africa (BP),Overall,396.8816852966466
1997,Middle Africa (BP),Overall,410.2644024075666
1998,Middle Africa (BP),Overall,387.78680997420463
1999,Middle Africa (BP),Overall,410.40982803095443
2000,Middle Africa (BP),Overall,462.0864832330181
2001,Middle Africa (BP),Overall,477.1221582115219
2002,Middle Africa (BP),Overall,591.8820292347377
2003,Middle Africa (BP),Overall,651.0607910576095
2004,Middle Africa (BP),Overall,591.4249355116079
2005,Middle Africa (BP),Overall,582.9232674118658
2006,Middle Africa (BP),Overall,703.3450558899398
2007,Middle Africa (BP),Overall,787.8576956147892
2008,Middle Africa (BP),Overall,885.1954858125537
2009,Middle Africa (BP),Overall,990.1301805674979
2010,Middle Africa (BP),Overall,1031.291573516767
2011,Middle Africa (BP),Overall,1110.2582115219261
2012,Middle Africa (BP),Overall,1217.3017196904557
2013,Middle Africa (BP),Overall,1374.7441100601893
2014,Middle Africa (BP),Overall,1455.6665520206361
2015,Middle Africa (BP),Overall,1410.928030954428
2016,Middle Africa (BP),Overall,1301.9962166809973
2017,Middle Africa (BP),Overall,1212.4095442820292
2018,Middle Africa (BP),Overall,1212.34660361135
2019,Middle Africa (BP),Overall,1271.9412725709374
2020,Middle Africa (BP),Overall,1159.513671539123
2021,Middle Africa (BP),Overall,1244.0963026655202
1965,Middle East (BP),Overall,4220.844539982803
1966,Middle East (BP),Overall,4326.878761822872
1967,Middle East (BP),Overall,4517.355717970765
1968,Middle East (BP),Overall,4652.773430782459
1969,Middle East (BP),Overall,4839.69690455718
1970,Middle East (BP),Overall,5135.865004299227
1971,Middle East (BP),Overall,5505.906276870163
1972,Middle East (BP),Overall,5857.184006878762
1973,Middle East (BP),Overall,6353.526741186586
1974,Middle East (BP),Overall,6755.699656061908
1975,Middle East (BP),Overall,6467.061049011178
1976,Middle East (BP),Overall,7377.918658641444
1977,Middle East (BP),Overall,8373.324161650902
1978,Middle East (BP),Overall,8768.334135855546
1979,Middle East (BP),Overall,9911.650902837488
1980,Middle East (BP),Overall,9493.869303525365
1981,Middle East (BP),Overall,10372.718830610489
1982,Middle East (BP),Overall,11368.667239896819
1983,Middle East (BP),Overall,12716.696474634566
1984,Middle East (BP),Overall,13910.922613929493
1985,Middle East (BP),Overall,14611.5184866724
1986,Middle East (BP),Overall,14530.485812553741
1987,Middle East (BP),Overall,15269.499570077385
1988,Middle East (BP),Overall,15838.514187446259
1989,Middle East (BP),Overall,16273.083404987103
1990,Middle East (BP),Overall,16795.219260533104
1991,Middle East (BP),Overall,17372.852966466035
1992,Middle East (BP),Overall,18479.300085984523
1993,Middle East (BP),Overall,19770.08770421324
1994,Middle East (BP),Overall,21728.742046431646
1995,Middle East (BP),Overall,21612.520206362853
1996,Middle East (BP),Overall,22090.73086844368
1997,Middle East (BP),Overall,23218.40928632846
1998,Middle East (BP),Overall,23106.869303525364
1999,Middle East (BP),Overall,23051.077386070505
2000,Middle East (BP),Overall,24214.19604471195
2001,Middle East (BP),Overall,25245.849527085124
2002,Middle East (BP),Overall,25834.81857265692
2003,Middle East (BP),Overall,26702.459157351677
2004,Middle East (BP),Overall,28497.84006878762
2005,Middle East (BP),Overall,29654.739466895957
2006,Middle East (BP),Overall,30889.645743766123
2007,Middle East (BP),Overall,31683.018056749785
2008,Middle East (BP),Overall,34001.9260533104
2009,Middle East (BP),Overall,34537.95098882201
2010,Middle East (BP),Overall,35759.333619948404
2011,Middle East (BP),Overall,37164.52278589854
2012,Middle East (BP),Overall,38728.99054170249
2013,Middle East (BP),Overall,39860.4600171969
2014,Middle East (BP),Overall,40656.2252794497
2015,Middle East (BP),Overall,40237.3981083405
2016,Middle East (BP),Overall,40908.271711092
2017,Middle East (BP),Overall,41024.36801375752
2018,Middle East (BP),Overall,41480.15993121238
2019,Middle East (BP),Overall,40697.57523645744
2020,Middle East (BP),Overall,37490.38950988822
2021,Middle East (BP),Overall,38924.93551160791
1965,Morocco,Overall,99.2774290627687
1966,Morocco,Overall,141.98766122098024
1967,Morocco,Overall,155.99454858125537
1968,Morocco,Overall,171.18783319002577
1969,Morocco,Overall,185.30684436801377
1970,Morocco,Overall,193.9594325021496
1971,Morocco,Overall,204.69970765262252
1972,Morocco,Overall,217.79861564918315
1973,Morocco,Overall,260.4836543422184
1974,Morocco,Overall,279.28379191745483
1975,Morocco,Overall,289.10885640584695
1976,Morocco,Overall,315.7064488392089
1977,Morocco,Overall,356.00214961306966
1978,Morocco,Overall,381.82536543422185
1979,Morocco,Overall,433.0300687876182
1980,Morocco,Overall,438.7133276010318
1981,Morocco,Overall,431.444196044712
1982,Morocco,Overall,454.09834909716255
1983,Morocco,Overall,458.7422785898538
1984,Morocco,Overall,477.0713671539123
1985,Morocco,Overall,475.06775580395527
1986,Morocco,Overall,466.8223129836629
1987,Morocco,Overall,466.67807394668955
1988,Morocco,Overall,498.84170249355117
1989,Morocco,Overall,547.4638865004299
1990,Morocco,Overall,566.6242476354256
1991,Morocco,Overall,567.2412725709373
1992,Morocco,Overall,669.3265176268272
1993,Morocco,Overall,680.8970765262252
1994,Morocco,Overall,740.250429922614
1995,Morocco,Overall,700.9919174548581
1996,Morocco,Overall,660.8540842648324
1997,Morocco,Overall,702.8300601891659
1998,Morocco,Overall,696.5324161650902
1999,Morocco,Overall,767.4731728288908
2000,Morocco,Overall,717.8210662080826
2001,Morocco,Overall,719.1511607910577
2002,Morocco,Overall,748.3784178847808
2003,Morocco,Overall,748.7885984522786
2004,Morocco,Overall,865.1397248495272
2005,Morocco,Overall,940.1053310404127
2006,Morocco,Overall,953.3364574376612
2007,Morocco,Overall,997.379105760963
2008,Morocco,Overall,1099.6041272570938
2009,Morocco,Overall,1111.1156491831468
2010,Morocco,Overall,1235.6644883920894
2011,Morocco,Overall,1318.4808254514187
2012,Morocco,Overall,1326.6650042992262
2013,Morocco,Overall,1341.9014617368873
2014,Morocco,Overall,1278.463456577816
2015,Morocco,Overall,1251.205588993981
2016,Morocco,Overall,1281.725279449699
2017,Morocco,Overall,1356.870335339639
2018,Morocco,Overall,1324.5969905417026
2019,Morocco,Overall,1344.302837489252
2020,Morocco,Overall,1172.5507308684437
2021,Morocco,Overall,1307.4591573516768
1965,Netherlands,Overall,2544.3210662080824
1966,Netherlands,Overall,2759.049355116079
1967,Netherlands,Overall,2820.006018916595
1968,Netherlands,Overall,3041.772312983663
1969,Netherlands,Overall,3317.604213241617
1970,Netherlands,Overall,3689.005159071367
1971,Netherlands,Overall,3643.9312123817713
1972,Netherlands,Overall,4065.079105760963
1973,Netherlands,Overall,4195.414187446259
1974,Netherlands,Overall,3596.9513327601035
1975,Netherlands,Overall,3546.738607050731
1976,Netherlands,Overall,3991.4741186586416
1977,Netherlands,Overall,3830.7776440240755
1978,Netherlands,Overall,3913.873086844368
1979,Netherlands,Overall,4217.04041272571
1980,Netherlands,Overall,3943.899226139295
1981,Netherlands,Overall,3670.40369733448
1982,Netherlands,Overall,3207.804987102322
1983,Netherlands,Overall,3039.8495270851245
1984,Netherlands,Overall,3000.918916595013
1985,Netherlands,Overall,3036.5079105760965
1986,Netherlands,Overall,3366.8684436801377
1987,Netherlands,Overall,3390.9894239036976
1988,Netherlands,Overall,3597.9877901977648
1989,Netherlands,Overall,3550.235253654342
1990,Netherlands,Overall,3684.607050730868
1991,Netherlands,Overall,3536.9712811693894
1992,Netherlands,Overall,3713.6014617368874
1993,Netherlands,Overall,3669.364058469476
1994,Netherlands,Overall,3646.220292347378
1995,Netherlands,Overall,3847.590885640585
1996,Netherlands,Overall,3846.745743766122
1997,Netherlands,Overall,3996.1169389509887
1998,Netherlands,Overall,4043.566638005159
1999,Netherlands,Overall,4121.18271711092
2000,Netherlands,Overall,4180.41668099742
2001,Netherlands,Overall,4382.79105760963
2002,Netherlands,Overall,4402.844711951849
2003,Netherlands,Overall,4409.358555460018
2004,Netherlands,Overall,4612.394239036974
2005,Netherlands,Overall,4896.155631986243
2006,Netherlands,Overall,4875.946689595872
2007,Netherlands,Overall,5017.37007738607
2008,Netherlands,Overall,4771.079105760963
2009,Netherlands,Overall,4557.848667239897
2010,Netherlands,Overall,4642.5575236457435
2011,Netherlands,Overall,4698.684436801375
2012,Netherlands,Overall,4461.493035253654
2013,Netherlands,Overall,4239.165950128977
2014,Netherlands,Overall,4044.6436801375753
2015,Netherlands,Overall,3948.3748925193468
2016,Netherlands,Overall,4074.4806534823733
2017,Netherlands,Overall,3919.983147033534
2018,Netherlands,Overall,4018.1070507308687
2019,Netherlands,Overall,3945.142218400688
2020,Netherlands,Overall,3606.0892519346517
2021,Netherlands,Overall,3614.0359415305247
1965,New Zealand,Overall,280.6206104901118
1966,New Zealand,Overall,310.6920034393809
1967,New Zealand,Overall,326.3268271711092
1968,New Zealand,Overall,335.3049871023216
1969,New Zealand,Overall,348.2812381771281
1970,New Zealand,Overall,409.37113499570074
1971,New Zealand,Overall,422.84170249355117
1972,New Zealand,Overall,455.2291745485813
1973,New Zealand,Overall,481.1930954428203
1974,New Zealand,Overall,460.3965348237317
1975,New Zealand,Overall,445.6823731728289
1976,New Zealand,Overall,457.4931212381771
1977,New Zealand,Overall,454.5714531384351
1978,New Zealand,Overall,434.3202751504729
1979,New Zealand,Overall,438.3761822871883
1980,New Zealand,Overall,422.9653052450559
1981,New Zealand,Overall,401.789939810834
1982,New Zealand,Overall,400.1818572656922
1983,New Zealand,Overall,383.5350816852967
1984,New Zealand,Overall,388.144660361135
1985,New Zealand,Overall,367.87986242476353
1986,New Zealand,Overall,332.02596732588137
1987,New Zealand,Overall,381.9457265692175
1988,New Zealand,Overall,381.46641444539983
1989,New Zealand,Overall,386.72912295786756
1990,New Zealand,Overall,435.87515047291487
1991,New Zealand,Overall,442.43760963026654
1992,New Zealand,Overall,456.5736887360275
1993,New Zealand,Overall,452.35146173688736
1994,New Zealand,Overall,526.8917454858125
1995,New Zealand,Overall,566.6884780739466
1996,New Zealand,Overall,578.8784178847808
1997,New Zealand,Overall,612.7616509028375
1998,New Zealand,Overall,620.1699054170249
1999,New Zealand,Overall,623.320464316423
2000,New Zealand,Overall,640.4490971625107
2001,New Zealand,Overall,643.360619088564
2002,New Zealand,Overall,667.6589853826312
2003,New Zealand,Overall,704.6926053310403
2004,New Zealand,Overall,708.0295270851246
2005,New Zealand,Overall,734.0356835769562
2006,New Zealand,Overall,741.1433361994841
2007,New Zealand,Overall,744.5686156491831
2008,New Zealand,Overall,754.5274290627688
2009,New Zealand,Overall,720.1440240756664
2010,New Zealand,Overall,720.9424247635425
2011,New Zealand,Overall,742.8053310404127
2012,New Zealand,Overall,731.9690455717971
2013,New Zealand,Overall,742.4211521926054
2014,New Zealand,Overall,754.9999140154772
2015,New Zealand,Overall,785.1889423903698
2016,New Zealand,Overall,804.927687016337
2017,New Zealand,Overall,848.9558899398108
2018,New Zealand,Overall,847.2097592433362
2019,New Zealand,Overall,867.5932932072227
2020,New Zealand,Overall,712.5373602751505
2021,New Zealand,Overall,694.8689595872743
1965,Non-OECD (BP),Overall,39255.75236457438
1966,Non-OECD (BP),Overall,42232.37747205503
1967,Non-OECD (BP),Overall,45082.23989681857
1968,Non-OECD (BP),Overall,48369.70765262253
1969,Non-OECD (BP),Overall,51821.654342218404
1970,Non-OECD (BP),Overall,56751.22098022356
1971,Non-OECD (BP),Overall,61265.49441100602
1972,Non-OECD (BP),Overall,66503.45657781599
1973,Non-OECD (BP),Overall,72682.26999140155
1974,Non-OECD (BP),Overall,77280.13757523645
1975,Non-OECD (BP),Overall,80156.93895098883
1976,Non-OECD (BP),Overall,85097.14531384352
1977,Non-OECD (BP),Overall,90206.1822871883
1978,Non-OECD (BP),Overall,96034.58297506449
1979,Non-OECD (BP),Overall,99909.78503869304
1980,Non-OECD (BP),Overall,101660.6018916595
1981,Non-OECD (BP),Overall,102687.65262252795
1982,Non-OECD (BP),Overall,103430.00859845227
1983,Non-OECD (BP),Overall,104403.75752364573
1984,Non-OECD (BP),Overall,106186.50902837489
1985,Non-OECD (BP),Overall,106023.12123817712
1986,Non-OECD (BP),Overall,108628.50386930353
1987,Non-OECD (BP),Overall,111957.48065348237
1988,Non-OECD (BP),Overall,114875.83834909716
1989,Non-OECD (BP),Overall,117525.20206362855
1990,Non-OECD (BP),Overall,120444.77214101462
1991,Non-OECD (BP),Overall,120156.6638005159
1992,Non-OECD (BP),Overall,119853.0954428203
1993,Non-OECD (BP),Overall,117521.86586414445
1994,Non-OECD (BP),Overall,118965.32244196044
1995,Non-OECD (BP),Overall,121304.02407566637
1996,Non-OECD (BP),Overall,122548.24591573517
1997,Non-OECD (BP),Overall,128893.56835769562
1998,Non-OECD (BP),Overall,129745.58899398109
1999,Non-OECD (BP),Overall,132615.79535683576
2000,Non-OECD (BP),Overall,137004.32502149613
2001,Non-OECD (BP),Overall,140568.90799656062
2002,Non-OECD (BP),Overall,143896.56061908856
2003,Non-OECD (BP),Overall,149172.2957867584
2004,Non-OECD (BP),Overall,159614.44539982802
2005,Non-OECD (BP),Overall,162789.68185726568
2006,Non-OECD (BP),Overall,168889.5958727429
2007,Non-OECD (BP),Overall,175575.9931212382
2008,Non-OECD (BP),Overall,180595.72656921754
2009,Non-OECD (BP),Overall,183757.03353396387
2010,Non-OECD (BP),Overall,195288.7876182287
2011,Non-OECD (BP),Overall,201758.4006878762
2012,Non-OECD (BP),Overall,209507.11951848667
2013,Non-OECD (BP),Overall,215105.17626827172
2014,Non-OECD (BP),Overall,220105.5030094583
2015,Non-OECD (BP),Overall,225173.0610490112
2016,Non-OECD (BP),Overall,230717.01633705932
2017,Non-OECD (BP),Overall,235912.81169389508
2018,Non-OECD (BP),Overall,240593.03525365435
2019,Non-OECD (BP),Overall,243457.48065348237
2020,Non-OECD (BP),Overall,227909.8022355976
2021,Non-OECD (BP),Overall,240260.57609630266
1965,North America,Overall,64200.74290627687
1966,North America,Overall,67359.86242476355
1967,North America,Overall,70170.68443680137
1968,North America,Overall,74803.32760103182
1969,North America,Overall,78458.31470335339
1970,North America,Overall,82338.73602751506
1971,North America,Overall,85174.81513327602
1972,North America,Overall,91829.55288048151
1973,North America,Overall,97554.15305245057
1974,North America,Overall,94731.31556319863
1975,North America,Overall,92864.89681857266
1976,North America,Overall,99339.91401547722
1977,North America,Overall,104317.25709372312
1978,North America,Overall,107108.94668959588
1979,North America,Overall,105717.06792777301
1980,North America,Overall,99508.77042132417
1981,North America,Overall,94024.62596732589
1982,North America,Overall,88986.5778159931
1983,North America,Overall,87852.0894239037
1984,North America,Overall,90668.72742906277
1985,North America,Overall,90467.20550300945
1986,North America,Overall,94246.40584694754
1987,North America,Overall,96461.85726569218
1988,North America,Overall,100145.88134135856
1989,North America,Overall,101065.72656921754
1990,North America,Overall,98889.91401547722
1991,North America,Overall,96982.14961306965
1992,North America,Overall,98811.27257093723
1993,North America,Overall,99577.05073086845
1994,North America,Overall,102587.88478073946
1995,North America,Overall,102249.06276870164
1996,North America,Overall,105785.07308684436
1997,North America,Overall,107591.59071367154
1998,North America,Overall,109798.92519346517
1999,North America,Overall,112289.16165090284
2000,North America,Overall,114093.10404127257
2001,North America,Overall,114100.70507308685
2002,North America,Overall,114162.90627687017
2003,North America,Overall,116114.99570077387
2004,North America,Overall,120348.28030954428
2005,North America,Overall,120410.98022355976
2006,North America,Overall,119235.0988822012
2007,North America,Overall,119176.99054170249
2008,North America,Overall,112382.29578675838
2009,North America,Overall,106951.5305245056
2010,North America,Overall,108733.70593293206
2011,North America,Overall,107231.34995700774
2012,North America,Overall,105530.7222699914
2013,North America,Overall,106419.32932072226
2014,North America,Overall,106470.84264832329
2015,North America,Overall,108226.48323301805
2016,North America,Overall,108992.57093723128
2017,North America,Overall,109289.8366294067
2018,North America,Overall,111593.55975924333
2019,North America,Overall,110645.79535683576
2020,North America,Overall,96087.58383490972
2021,North America,Overall,103437.72141014617
1965,North America (BP),Overall,62216.190885640586
1966,North America (BP),Overall,65309.557179707655
1967,North America (BP),Overall,68032.47635425623
1968,North America (BP),Overall,72618.5554600172
1969,North America (BP),Overall,76212.74290627686
1970,North America (BP),Overall,79780.45571797076
1971,North America (BP),Overall,82562.08942390369
1972,North America (BP),Overall,88905.92433361994
1973,North America (BP),Overall,94420.75666380052
1974,North America (BP),Overall,91623.0524505589
1975,North America (BP),Overall,89916.34565778161
1976,North America (BP),Overall,96317.45485812554
1977,North America (BP),Overall,101167.24849527085
1978,North America (BP),Overall,103918.53826311264
1979,North America (BP),Overall,102501.81427343078
1980,North America (BP),Overall,95947.92777300086
1981,North America (BP),Overall,90429.81943250215
1982,North America (BP),Overall,85830.38693035254
1983,North America (BP),Overall,84857.17110920034
1984,North America (BP),Overall,87516.38005159072
1985,North America (BP),Overall,87518.84780739466
1986,North America (BP),Overall,91339.14015477215
1987,North America (BP),Overall,93509.06276870162
1988,North America (BP),Overall,97180.4385210662
1989,North America (BP),Overall,97957.01633705932
1990,North America (BP),Overall,95784.36801375751
1991,North America (BP),Overall,93956.02751504729
1992,North America (BP),Overall,95871.92605331041
1993,North America (BP),Overall,96637.49785038694
1994,North America (BP),Overall,99519.21754084264
1995,North America (BP),Overall,99163.93809114359
1996,North America (BP),Overall,102571.42734307825
1997,North America (BP),Overall,104249.76784178847
1998,North America (BP),Overall,106340.85124677558
1999,North America (BP),Overall,108901.01031814274
2000,North America (BP),Overall,110264.2132416165
2001,North America (BP),Overall,110233.19862424763
2002,North America (BP),Overall,110255.29664660362
2003,North America (BP),Overall,112246.53482373174
2004,North America (BP),Overall,116455.51160791058
2005,North America (BP),Overall,116513.611349957
2006,North America (BP),Overall,115281.15219260534
2007,North America (BP),Overall,115335.63198624247
2008,North America (BP),Overall,108665.83834909716
2009,North America (BP),Overall,103464.5313843508
2010,North America (BP),Overall,105295.05588993982
2011,North America (BP),Overall,103778.16852966466
2012,North America (BP),Overall,102177.1883061049
2013,North America (BP),Overall,103190.38693035253
2014,North America (BP),Overall,103320.73946689595
2015,North America (BP),Overall,104942.87188306105
2016,North America (BP),Overall,105588.5554600172
2017,North America (BP),Overall,105989.04557179708
2018,North America (BP),Overall,108243.43938091143
2019,North America (BP),Overall,107376.24247635425
2020,North America (BP),Overall,93378.05674978504
2021,North America (BP),Overall,100449.65606190886
1990,North Macedonia,Overall,109.55225279449698
1991,North Macedonia,Overall,98.07653482373172
1992,North Macedonia,Overall,105.64859845227859
1993,North Macedonia,Overall,113.64346517626826
1994,North Macedonia,Overall,88.2715305245056
1995,North Macedonia,Overall,83.0207652622528
1996,North Macedonia,Overall,126.21892519346518
1997,North Macedonia,Overall,105.80820292347377
1998,North Macedonia,Overall,95.22625107480654
1999,North Macedonia,Overall,95.23250214961307
2000,North Macedonia,Overall,96.89202923473773
2001,North Macedonia,Overall,79.37680997420463
2002,North Macedonia,Overall,89.63201203783319
2003,North Macedonia,Overall,86.72745485812554
2004,North Macedonia,Overall,88.3604041272571
2005,North Macedonia,Overall,90.985154772141
2006,North Macedonia,Overall,95.69179707652623
2007,North Macedonia,Overall,103.81423043852107
2008,North Macedonia,Overall,93.6245399828031
2009,North Macedonia,Overall,97.96209802235597
2010,North Macedonia,Overall,94.34483233018057
2011,North Macedonia,Overall,97.75372312983663
2012,North Macedonia,Overall,94.47793637145314
2013,North Macedonia,Overall,92.21011177987963
2014,North Macedonia,Overall,91.48920894239038
2015,North Macedonia,Overall,98.08641444539984
2016,North Macedonia,Overall,110.08435081685296
2017,North Macedonia,Overall,104.7724505588994
2018,North Macedonia,Overall,100.5374720550301
2019,North Macedonia,Overall,109.49438521066207
2020,North Macedonia,Overall,100.80963026655202
2021,North Macedonia,Overall,117.10372742906277
1965,Norway,Overall,518.6287188306104
1966,Norway,Overall,585.4214101461737
1967,Norway,Overall,606.1080825451419
1968,Norway,Overall,674.1730008598452
1969,Norway,Overall,741.0975408426483
1970,Norway,Overall,834.2527085124677
1971,Norway,Overall,825.4582975064488
1972,Norway,Overall,864.5936887360275
1973,Norway,Overall,878.4754084264832
1974,Norway,Overall,799.2942390369734
1975,Norway,Overall,827.4527085124677
1976,Norway,Overall,915.2272570937231
1977,Norway,Overall,901.6282889079965
1978,Norway,Overall,1003.063920894239
1979,Norway,Overall,997.539724849527
1980,Norway,Overall,963.7531900257953
1981,Norway,Overall,895.8169389509889
1982,Norway,Overall,860.8105760963026
1983,Norway,Overall,845.3332760103181
1984,Norway,Overall,878.5918314703353
1985,Norway,Overall,921.8813413585555
1986,Norway,Overall,988.5972484952708
1987,Norway,Overall,985.338521066208
1988,Norway,Overall,925.1349097162512
1989,Norway,Overall,935.8278933791917
1990,Norway,Overall,900.5829750644883
1991,Norway,Overall,833.3286328460878
1992,Norway,Overall,858.4987962166811
1993,Norway,Overall,907.0416595012898
1994,Norway,Overall,925.4885640584695
1995,Norway,Overall,915.029105760963
1996,Norway,Overall,979.8761822871883
1997,Norway,Overall,993.2294926913156
1998,Norway,Overall,995.1433877901977
1999,Norway,Overall,986.5936801375751
2000,Norway,Overall,914.1838349097162
2001,Norway,Overall,1037.328116938951
2002,Norway,Overall,1004.2323301805675
2003,Norway,Overall,1036.6222699914015
2004,Norway,Overall,1014.5593809114359
2005,Norway,Overall,1011.3051074806535
2006,Norway,Overall,1034.3119518486671
2007,Norway,Overall,1028.0674978503869
2008,Norway,Overall,1013.5379191745486
2009,Norway,Overall,1023.3968185726569
2010,Norway,Overall,1045.6137575236457
2011,Norway,Overall,1027.390928632846
2012,Norway,Overall,1004.7671539122958
2013,Norway,Overall,1039.5973688736028
2014,Norway,Overall,987.9211177987961
2015,Norway,Overall,987.5158211521926
2016,Norway,Overall,954.6113499570077
2017,Norway,Overall,949.79592433362
2018,Norway,Overall,976.679105760963
2019,Norway,Overall,942.2288048151332
2020,Norway,Overall,901.5688736027514
2021,Norway,Overall,902.9105760963026
1965,OECD (BP),Overall,115426.99054170249
1966,OECD (BP),Overall,124071.54342218401
