"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Turkmenistan","TKM","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2280","2140","1520","1690","1750","1810","1820","1630","1830","2030","2180","2320","2650","3030","3140","3270","3440","3240","3500","3370","3470","3350","3440","3470","3480","3500","3530","3460","3460","3670","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262260","263690","265400","268000","272540","275370","269710","274600","283670","283380","286400","296230","305630","318540","330920","334010","333500","346610","338420","330860","353160","353410","356730","360250","362490","358990","371440","384090","377330","384670","","",
"Timor-Leste","TLS","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","130","140","150","180","180","180","190","200","170","180","210","210","200","200","210","210","210","220","230","220","220","240","240","250","270","270","250","250","260","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54760","54750","57060","57290","57610","61400","65520","68560","73420","75480","81190","83690","86280","85440","89970","91640","95850","95230","95520","97740","97690","97040","97880","98240","97370","97080","97440","98660","99010","101710","","",
"Tonga","TON","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","50","50","50","50","50","40","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","","",
"South Asia (IDA & IBRD)","TSA","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198590","203970","210090","215050","224370","231750","237750","244040","248880","254940","252200","256880","253280","261100","269470","282590","294640","304260","313850","323010","331930","342500","338670","342580","347880","353400","353930","363520","371730","370460","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264530","267570","271240","272630","335120","338350","341370","343790","360420","358330","362830","356750","372460","384710","386240","402830","396160","411450","420770","416670","433910","442540","445920","448970","450270","456550","470930","473120","475840","476850","","",
"Trinidad and Tobago","TTO","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","270","270","250","240","250","270","270","270","280","300","290","330","320","350","360","370","370","380","390","400","400","410","410","420","420","420","420","420","420","","",
"Tunisia","TUN","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1930","2150","2140","2200","2150","2150","2590","2490","2740","2890","2970","2950","2880","2980","3070","3140","3140","3280","3180","3370","3330","3340","3350","3070","3170","3130","3260","3180","3200","3310","","",
"Turkiye","TUR","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26790","25600","26560","27570","24760","25120","25680","25770","27060","27000","26520","23950","24310","24800","24970","25380","26900","25680","23830","26780","26260","26140","28310","30780","30610","31020","33270","32870","32690","34730","","",
"Tuvalu","TUV","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Tanzania","TZA","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16070","16230","16360","16470","16590","17750","16800","16760","18130","18550","17220","17720","19420","21300","20750","21760","20180","21640","21830","22280","23010","23560","24780","25590","25760","26560","26800","25920","26410","26990","","",
"Uganda","UGA","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5640","5830","5940","6070","5980","6120","6300","6660","7130","6730","6790","6890","7110","7870","7770","8510","7490","8550","10790","10750","11440","11200","11910","11830","11980","12410","12990","13240","13420","13430","","",
"Ukraine","UKR","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43100","40360","36030","31600","29120","26350","22870","22590","19980","18750","18580","18920","19850","18670","18170","18020","18320","19440","21140","18650","19820","22320","21680","23430","23220","22360","23830","24600","25190","24930","","",
"Upper middle income","UMC","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782030","777300","767120","753210","752570","790810","807830","778530","791520","803340","800280","816290","851250","860140","887130","900930","918180","939950","953820","957380","997520","1016760","1026460","1040840","1055040","1063730","1083680","1101730","1084850","1102350","","",
"Uruguay","URY","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6650","6900","7140","7280","7200","7080","7330","7170","6970","6800","6590","6720","6710","7110","7460","7500","7920","7800","7930","7940","7920","7830","8280","8250","8210","7830","8080","7990","7800","7840","","",
"United States","USA","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240270","239320","243790","246930","254050","256310","263110","257030","253680","251940","250740","245930","246970","254100","255130","257270","262530","269780","254910","247170","254200","263870","256760","259850","261330","259910","266430","265710","267270","264950","","",
"Uzbekistan","UZB","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11070","11060","9450","8640","8160","8030","7480","10030","10030","9770","9720","9540","9620","9760","9570","10230","10700","11130","11680","12410","13010","13550","13810","14450","14920","15260","16060","16240","16560","16770","","",
"St. Vincent and the Grenadines","VCT","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","",
"Venezuela, RB","VEN","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10880","11150","11040","10860","11100","11260","10980","10990","11130","11000","11770","12410","12480","12980","12960","13620","13390","13940","14620","14460","13300","13000","14230","14420","14390","14010","13880","13490","13530","13690","","",
"British Virgin Islands","VGB","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10940","12250","12160","12710","14850","14680","16060","15810","17710","18200","19100","17560","18530","19810","20690","19950","19730","21220","18660","23990","21900","20730","21820","24460","23100","25570","24430","24690","25230","25360","","",
"Vanuatu","VUT","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","110","120","120","120","120","120","120","120","110","100","100","110","110","110","110","140","140","130","130","140","140","140","140","140","140","140","140","150","","",
"World","WLD","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2278720","2265720","2258150","2241800","2332540","2388080","2431850","2402500","2415640","2420660","2433470","2447070","2489410","2499340","2577910","2595390","2632350","2688460","2674480","2670870","2722640","2817790","2833410","2824930","2867550","2890440","2920660","2982090","2979020","2985720","","",
"Samoa","WSM","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","30","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","40","50","50","50","50","50","60","60","60","60","60","60","","",
"Kosovo","XKX","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2150","2220","2230","2230","2270","2280","2400","2450","2450","2470","2610","2580","2800","2920","2890","2990","3230","3250","3340","3450","3420","3430","3620","3650","3340","3350","3300","3080","3080","","",
"South Africa","ZAF","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19010","19120","18850","19400","19280","19070","19860","19930","20080","19750","19710","19180","20220","19140","18950","19050","18750","19340","19810","19910","19760","19690","20090","19600","19870","18680","17920","19630","19240","18510","","",
"Zambia","ZMB","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12640","12720","12820","12800","12570","12440","11660","11660","12510","11730","11350","11560","12770","13910","13950","14390","13070","13490","13580","12710","13880","13690","14730","15020","14720","15080","14940","14320","13990","14510","","",
"Zimbabwe","ZWE","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5880","5290","5350","4720","4890","4790","5830","5670","5950","6150","5670","5810","5160","5120","5360","5240","5130","5330","5360","5770","6120","6260","5800","5500","4910","5400","4980","5170","5320","5360","","",
